address,categories,category_ids,city,description,distance,foursquare_id,hours,id,instagram_url,is_nightlife,last_fsq_refresh,lat,lng,location,name,place_id,popularity,price_level,rating,social_media,state,summary,tips,types,website
"810 S Spring St, Los Angeles, CA 90014, USA","Dive Bar, Sports Bar, Restaurant","13065, 13010, 13022",Los Angeles,,81,5296bc7e11d24f84e7ba7c8a,,ChIJa5fV28rHwoAR13Q3P5CdiPo,,False,2025-05-11 23:51:13.873816+00:00,34.0428017,-118.2537452,"{'lat': 34.0428017, 'lng': -118.2537452}",Crane's Bar Downtown,ChIJa5fV28rHwoAR13Q3P5CdiPo,,2,4.4,{},CA,Intimate saloon in a former bank vault serving its beverages in an atmospheric setting.,"Great little bar. Fun and not pretentious. Ask the bartender for the token to use the bathroom if the door is locked, Great lil place with a happy hour and a comedy show every month, $10 cocktails and tons of hh specials. Ask for the shot and a beer special for $6.","bar, point_of_interest, establishment",
"15004 Oxnard St, Sherman Oaks, CA 91411, USA","Night Club, Bar","10032, 13003",Los Angeles,,1379,3fd66200f964a5206af01ee3,"{'tuesday': '2:00\u202fPM\u2009–\u20092:00\u202fAM', 'monday': '2:00\u202fPM\u2009–\u20092:00\u202fAM', 'sunday': '8:00\u202fPM\u2009–\u20092:00\u202fAM', 'friday': '2:00\u202fPM\u2009–\u20094:00\u202fAM', 'saturday': '8:00\u202fPM\u2009–\u20094:00\u202fAM', 'wednesday': '2:00\u202fPM\u2009–\u20092:00\u202fAM', 'thursday': '2:00\u202fPM\u2009–\u20093:00\u202fAM'}",ChIJa7GEWQqXwoARTjxglP_QRso,https://www.instagram.com/spearmintrhino_vannuys,False,2025-05-12 00:00:09.697338+00:00,34.17913110000001,-118.4599938,"{'lat': 34.17913110000001, 'lng': -118.4599938}",Spearmint Rhino Gentlemen's Club Van Nuys,ChIJa7GEWQqXwoARTjxglP_QRso,,,3.8,{},CA,A Night Club and Bar in downtown LA.,"I'm erotic dancer Mindy. I'm available for private intimate incalls and outcalls. Phone 805-557-2300. Email mindy.chang@move.com, Best in nude clubs, and I've been all over the U.S. The VIP is where the fun is., Great views of LA.","night_club, bar, point_of_interest, establishment",https://rhinovannuys.com/
"1 World Wy, Los Angeles, CA 90045, USA",Airport Lounge,19035,Los Angeles,,1520,4a879f66f964a520cd0420e3,"{'tuesday': '6:30\u202fAM\u2009–\u200911:00\u202fPM', 'monday': '6:30\u202fAM\u2009–\u200911:00\u202fPM', 'sunday': '6:30\u202fAM\u2009–\u200911:00\u202fPM', 'friday': '6:30\u202fAM\u2009–\u200911:00\u202fPM', 'saturday': '6:30\u202fAM\u2009–\u200911:00\u202fPM', 'wednesday': '6:30\u202fAM\u2009–\u200911:00\u202fPM', 'thursday': '6:30\u202fAM\u2009–\u200911:00\u202fPM'}",ChIJa7YpwiixwoAR5jY0Bq44VYM,https://www.instagram.com/Qantas/,False,2025-05-11 23:55:17.706844+00:00,33.9430381,-118.4096066,"{'lat': 33.9430381, 'lng': -118.4096066}",Qantas International First Lounge Los Angeles,ChIJa7YpwiixwoAR5jY0Bq44VYM,,,4.4,{},CA,A Airport Lounge in downtown LA.,"This lounge is in fact a restaurant. You get full list menu and you can order from starter, main and side. If you are not happy with in-flight food quality, best eat here before boarding., Arguably the best airport lounge in the US! Large choice of Champagne, and restaurant-quality dining menu. Get the 'salt & pepper squid with aioli, chili diping sauce', Was here at 11am. The lounge is quiet. Full breakfast menu and taste normal. Its better than the Qantas Lounge in HKIA I believe!","night_club, bar, point_of_interest, establishment",https://www.qantas.com/au/en/qantas-experience/at-the-airport/airport-lounges/all-qantas-airport-lounges/airport-lounge-locations.html/lax/International%20Business%20Lounge
"2502 S Figueroa St, Los Angeles, CA 90007, USA","Brewery, American Restaurant, Mexican Restaurant","13068, 13029, 13303",Los Angeles,,1449,5c9711e986bc490039b73a64,"{'tuesday': 'Closed', 'monday': 'Closed', 'sunday': '2:30\u2009–\u20097:00\u202fPM', 'friday': '4:00\u2009–\u200910:00\u202fPM', 'saturday': '2:30\u2009–\u200910:00\u202fPM', 'wednesday': '4:00\u2009–\u200910:00\u202fPM', 'thursday': '4:00\u2009–\u200910:00\u202fPM'}",ChIJaTIQh4HHwoARIneRlUMZUw0,https://www.instagram.com/tirebiterbrewery,False,2025-05-12 00:01:18.025384+00:00,34.028717,-118.2750244,"{'lat': 34.028717, 'lng': -118.2750244}",Tirebiter Brewery,ChIJaTIQh4HHwoARIneRlUMZUw0,,,4.8,{},CA,"A Brewery, American Restaurant, and more in downtown LA.",,"bar, restaurant, food, point_of_interest, establishment",http://www.tirebiterbrewery.com/
"2902 S Figueroa St, Los Angeles, CA 90007, USA","Sports Bar, BBQ Joint, Pizzeria","13064, 13026, 13022",Los Angeles,,0,4aabedbcf964a520005b20e3,"{'tuesday': '3:00\u2009–\u200910:00\u202fPM', 'monday': '3:00\u2009–\u200910:00\u202fPM', 'sunday': '12:00\u2009–\u200910:00\u202fPM', 'friday': '12:00\u202fPM\u2009–\u20092:00\u202fAM', 'saturday': '12:00\u202fPM\u2009–\u20092:00\u202fAM', 'wednesday': '3:00\u202fPM\u2009–\u20092:00\u202fAM', 'thursday': '3:00\u202fPM\u2009–\u20092:00\u202fAM'}",ChIJawC-cufHwoAREP1nD97S9ys,,False,2025-05-12 00:49:00.930723+00:00,34.025583,-118.2773206,"{'lat': 34.025583, 'lng': -118.2773206}",901 Bar and Grill,ChIJawC-cufHwoAREP1nD97S9ys,,1,4.3,{},CA,Laid-back USC hangout stays packed thanks to budget beer & happy-hour deals plus American bar bites.,"FOLLOW us on INSTAGRAM http://instagram.com/901barandgrill                USER NAME: 901BARANDGRILL                POST YOUR FAVORITE INSTAGRAM PICTURES AND TAG THEM #901BARANDGRILL @901BARANDGRILL, Great neighborhood spot! Excellent happy hours, food, atmosphere, and service., Chicken wings and waffle potato. Good place for watching sports specially football and soccer 😍😍😍","bar, restaurant, food, point_of_interest, establishment",
"1500 E Walnut Ave, Burbank, CA 91501, USA",Event Space,11039,Los Angeles,,2939,901cfd5c81024e7c40cab71c,"{'tuesday': '9:00\u202fAM\u2009–\u20096:00\u202fPM', 'monday': '9:00\u202fAM\u2009–\u20096:00\u202fPM', 'sunday': '8:00\u202fAM\u2009–\u20097:00\u202fPM', 'friday': '8:00\u202fAM\u2009–\u20097:00\u202fPM', 'saturday': '8:00\u202fAM\u2009–\u20097:00\u202fPM', 'wednesday': '9:00\u202fAM\u2009–\u20096:00\u202fPM', 'thursday': '9:00\u202fAM\u2009–\u20096:00\u202fPM'}",ChIJb-ms-S2VwoARaoIFhVd4ZrM,http://www.instagram.com/debellgolfclub,False,2025-05-12 00:00:05.249261+00:00,34.2066234,-118.3046812,"{'lat': 34.2066234, 'lng': -118.3046812}",Hilltop Restaurant and Bar,ChIJb-ms-S2VwoARaoIFhVd4ZrM,,,4.1,{},CA,A Event Space in downtown LA.,,"restaurant, bar, food, point_of_interest, establishment",http://www.debellgolf.com/
"1460 W Colorado Blvd, Pasadena, CA 91105, USA","Bar, French Restaurant, Italian Restaurant","13236, 13003, 13148",Los Angeles,,2699,4b5cee9cf964a5205a4b29e3,"{'tuesday': '5:00\u2009–\u20099:00\u202fPM', 'monday': 'Closed', 'sunday': '5:00\u2009–\u20099:00\u202fPM', 'friday': '5:00\u2009–\u200910:00\u202fPM', 'saturday': '5:00\u2009–\u200910:00\u202fPM', 'wednesday': '5:00\u2009–\u20099:00\u202fPM', 'thursday': '5:00\u2009–\u20099:00\u202fPM'}",ChIJb0k8fJTDwoAR2cl7pdnNIBI,,False,2025-05-11 23:58:19.181367+00:00,34.14061079999999,-118.1793252,"{'lat': 34.14061079999999, 'lng': -118.1793252}",Stoney Point Bar & Grill,ChIJb0k8fJTDwoAR2cl7pdnNIBI,,2,4.6,{},CA,"High-end bar/eatery since 1994 with an old-world feel, select continental plates & live piano music.","Perfect for a dinner date. A cute, small venue, old school Italian. Pastas are light on the sauce which I like. Go for live music playing on the weekends., Desserts are $8.95. Order clearly to make sure you get what you ordered. Otherwise, you'll eat what you'll get, and you'll LIKE IT😉!, Fact:The lobster ravioli is so fuckin good you'll eat yours & then stab your own mother in her ocular cavities for the rest of her portion. <3","bar, restaurant, point_of_interest, food, establishment",http://www.stoneypointrestaurantpasadena.com/
"1240 S Figueroa St, Los Angeles, CA 90015, USA",Pub,13018,Los Angeles,,0,65cb0699d507fa3cf9cf9823,"{'tuesday': '12:00\u2009–\u200911:00\u202fPM', 'monday': '12:00\u2009–\u200911:00\u202fPM', 'sunday': '10:00\u202fAM\u2009–\u200910:00\u202fPM', 'friday': '12:00\u202fPM\u2009–\u200912:00\u202fAM', 'saturday': '10:00\u202fAM\u2009–\u200912:00\u202fAM', 'wednesday': '12:00\u2009–\u200911:00\u202fPM', 'thursday': '12:00\u2009–\u200911:00\u202fPM'}",ChIJb9v8Lm7HwoARK4lqtyeZ1hM,https://www.instagram.com/33taps/,False,2025-05-12 00:56:06.695762+00:00,34.0410951,-118.2670827,"{'lat': 34.0410951, 'lng': -118.2670827}",33 Taps DTLA,ChIJb9v8Lm7HwoARK4lqtyeZ1hM,,2,4.5,{},CA,A Pub in downtown LA.,,"bar, point_of_interest, establishment",https://eatdrink33.com/
"106 W 3rd St, Long Beach, CA 90802, USA","Sports Bar, American Restaurant, Sandwich Spot","13068, 13022, 13334",Los Angeles,,86,5b11ab3ba5a315002c2100da,"{'tuesday': '11:00\u202fAM\u2009–\u200912:00\u202fAM', 'monday': '11:00\u202fAM\u2009–\u200912:00\u202fAM', 'sunday': '9:00\u202fAM\u2009–\u200912:00\u202fAM', 'friday': '11:00\u202fAM\u2009–\u20091:00\u202fAM', 'saturday': '9:00\u202fAM\u2009–\u20091:00\u202fAM', 'wednesday': '11:00\u202fAM\u2009–\u200912:00\u202fAM', 'thursday': '11:00\u202fAM\u2009–\u200912:00\u202fAM'}",ChIJbTi8NTgx3YARvm73KswCsJQ,https://www.instagram.com/rbarlbc,False,2025-05-11 23:57:36.360654+00:00,33.7703576,-118.1928222,"{'lat': 33.7703576, 'lng': -118.1928222}",R Bar,ChIJbTi8NTgx3YARvm73KswCsJQ,,2,4.4,{},CA,"Contemporary-style watering hole offering American tavern fare, cocktails & big TVs for sports fans.",,"bar, point_of_interest, establishment",https://www.rbarlbc.com/
"1100 E Broadway, Long Beach, CA 90802, USA","Cocktail Bar, Karaoke Bar, Restaurant","13009, 13065, 13015",Los Angeles,,1419,3fd66200f964a5207eef1ee3,"{'tuesday': '12:00\u202fPM\u2009–\u20092:00\u202fAM', 'monday': '12:00\u202fPM\u2009–\u20092:00\u202fAM', 'sunday': '12:00\u202fPM\u2009–\u20092:00\u202fAM', 'friday': '12:00\u202fPM\u2009–\u20092:00\u202fAM', 'saturday': '12:00\u202fPM\u2009–\u20092:00\u202fAM', 'wednesday': '12:00\u202fPM\u2009–\u20092:00\u202fAM', 'thursday': '12:00\u202fPM\u2009–\u20092:00\u202fAM'}",ChIJbbGbHhcx3YARFQDfUvkmkg0,,False,2025-05-11 23:57:29.736687+00:00,33.7684855,-118.1784655,"{'lat': 33.7684855, 'lng': -118.1784655}",Broadway Cocktail Lounge,ChIJbbGbHhcx3YARFQDfUvkmkg0,,1,4.3,{},CA,"Long-running, gay-friendly bar offering pool tables & hosting karaoke nights on Fridays & Saturdays.","Karaoke on Saturday nights, starting at 9pm. Get there early if you want to sing!, Broadway Cocktail is legendary.   I will always love you BC., Come see carl! He pours a excellent cocktail!","bar, point_of_interest, establishment",https://www.facebook.com/thebroadway.bar.9/?rf=120231941321998
"2366 Glendale Blvd, Los Angeles, CA 90039, USA","German Restaurant, Beer Garden","13165, 13007",Los Angeles,,1947,3fd66200f964a520e6ee1ee3,"{'tuesday': '12:00\u202fPM\u2009–\u20092:00\u202fAM', 'monday': '12:00\u202fPM\u2009–\u20092:00\u202fAM', 'sunday': '11:00\u202fAM\u2009–\u20092:00\u202fAM', 'friday': '12:00\u202fPM\u2009–\u20092:00\u202fAM', 'saturday': '11:00\u202fAM\u2009–\u20092:00\u202fAM', 'wednesday': '12:00\u202fPM\u2009–\u20092:00\u202fAM', 'thursday': '12:00\u202fPM\u2009–\u20092:00\u202fAM'}",ChIJbcBHsC7HwoAR2CzNmyrxAl8,,False,2025-05-11 23:52:58.176379+00:00,34.0992197,-118.2589248,"{'lat': 34.0992197, 'lng': -118.2589248}",The Red Lion Tavern,ChIJbcBHsC7HwoAR2CzNmyrxAl8,,2,4.5,{},CA,"German spot serves sausage, schnitzel & beers in a chalet-style space or on its rooftop beer garden.","Known for being a great bar and German restaurant, conveniently located across the street from Cha Cha Lounge, but it’s home to tasty brats and bockwurst. Their most popular plate, the sausage platter, Sausage platter is a must try for any first-timer. Hofbräu on tap, and only in a liter mug/stein, otherwise it doesn't count as a beer. Dog friendly patio., If you have trouble choosing which sausage to order, your best bet is the mixed platter, with a selection of faultless bratwurst, knackwurst and lightly smoked bockwurst.","bar, restaurant, food, point_of_interest, establishment",http://www.redliontavern.net/
"9546 Washington Blvd, Culver City, CA 90232, USA",Farmers Market,17065,Los Angeles,,167,4a8b4bbdf964a520170c20e3,"{'tuesday': '12:00\u202fPM\u2009–\u20091:00\u202fAM', 'monday': '12:00\u202fPM\u2009–\u20091:00\u202fAM', 'sunday': '11:00\u202fAM\u2009–\u20091:00\u202fAM', 'friday': '12:00\u202fPM\u2009–\u20092:00\u202fAM', 'saturday': '11:00\u202fAM\u2009–\u20092:00\u202fAM', 'wednesday': '12:00\u202fPM\u2009–\u20091:00\u202fAM', 'thursday': '12:00\u202fPM\u2009–\u20091:00\u202fAM'}",ChIJbd4qg9y7woARUbCuM-c-1nI,https://www.instagram.com/jamesonspubcc,False,2025-05-11 23:44:42.886362+00:00,34.02304559999999,-118.3948051,"{'lat': 34.02304559999999, 'lng': -118.3948051}",Jameson's Pub - Culver City,ChIJbd4qg9y7woARUbCuM-c-1nI,,2,4,{},CA,A Farmers Market in downtown LA.,"Island monarch coffee (IMC),  100% organic coffee, simply the best in LA!  Free wifi, ample parking, great selection of non-coffee drinks, food,  pastries. 10818a Jefferson blvd. culver city , CA, Decent selections of local products and they were all organic! This farmer's market is the best spot when it comes to fresh produce, lemons, oranges, and anything else., Get some spicy black bean hummus from Anis & Chams at Alibaba California! Next to them is hottie Morgan at Dave's Gourmet Korean. On the other side is the sexy raw cane juice girl!","bar, restaurant, food, point_of_interest, establishment",http://culvercity.jamesonsirishpub.com/
"1 World Wy, Los Angeles, CA 90045, USA",Airport Lounge,19035,Los Angeles,,1583,4b773471f964a520a5872ee3,"{'tuesday': '6:30\u202fAM\u2009–\u200911:30\u202fPM', 'monday': '6:30\u202fAM\u2009–\u200911:30\u202fPM', 'sunday': '6:30\u202fAM\u2009–\u200911:30\u202fPM', 'friday': '6:30\u202fAM\u2009–\u200911:30\u202fPM', 'saturday': '6:30\u202fAM\u2009–\u200911:30\u202fPM', 'wednesday': '6:30\u202fAM\u2009–\u200911:30\u202fPM', 'thursday': '6:30\u202fAM\u2009–\u200911:30\u202fPM'}",ChIJbdIQWyexwoAR2srDLupNpCg,https://www.instagram.com/oneworld/,False,2025-05-11 23:55:58.567721+00:00,33.94356399999999,-118.4098399,"{'lat': 33.94356399999999, 'lng': -118.4098399}",oneworld Alliance Lounge,ChIJbdIQWyexwoAR2srDLupNpCg,,,3.6,{},CA,A Airport Lounge in downtown LA.,"A shared Cathay & BA lounge. Quite a large open space with lots of seating. Alcohol selection @ the bar is fine, but food is a bit limited to salads & a few heated dishes - it was not that great., After many delays and missed connections we appreciated the showers and helpful staff. Good beer and wine. Get here around 3 pm, grab a primo spot and it is a fab place to spend time before a flight., Flying American? Get status with non-US Oneworld airline and use this fabulous lounge. You can walk airside from Terminal 4 to Tom Bradley, amazing terminal too!","night_club, bar, point_of_interest, establishment",https://www.oneworld.com/airport-lounges?location=LAX
"10720 S Inglewood Ave, Inglewood, CA 90304, USA","Bar, Restaurant","13065, 13003",Los Angeles,,2654,5b6dd7b35a6247201890b472,"{'tuesday': 'Closed', 'monday': 'Closed', 'sunday': '7:30\u202fPM\u2009–\u20092:00\u202fAM', 'friday': '7:30\u202fPM\u2009–\u20092:00\u202fAM', 'saturday': '7:30\u202fPM\u2009–\u20092:00\u202fAM', 'wednesday': 'Closed', 'thursday': '7:30\u202fPM\u2009–\u20092:00\u202fAM'}",ChIJbdSC_-y2woARWbzT8w9Wgv8,,False,2025-05-11 23:54:35.730645+00:00,33.938761,-118.3610728,"{'lat': 33.938761, 'lng': -118.3610728}",Las Iguanas Bar,ChIJbdSC_-y2woARWbzT8w9Wgv8,,,4.1,{},CA,Flame-grilled Latin American dishes and shared plates served in a contemporary chain dining room.,,"bar, night_club, point_of_interest, establishment",
"365 N La Cienega Blvd, Los Angeles, CA 90048, USA",Hotel,19014,Los Angeles,,2356,49f8e70bf964a520386d1fe3,"{'tuesday': '7:00\u202fPM\u2009–\u20095:00\u202fAM', 'monday': '7:00\u202fPM\u2009–\u20095:00\u202fAM', 'sunday': '7:00\u202fPM\u2009–\u20095:00\u202fAM', 'friday': '7:00\u202fPM\u2009–\u20095:00\u202fAM', 'saturday': '7:00\u202fPM\u2009–\u20095:00\u202fAM', 'wednesday': '7:00\u202fPM\u2009–\u20095:00\u202fAM', 'thursday': '7:00\u202fPM\u2009–\u20095:00\u202fAM'}",ChIJbdpoC7O-woAREg4NZWI3KDY,,False,2025-05-11 23:45:41.090425+00:00,34.07789079999999,-118.3768779,"{'lat': 34.07789079999999, 'lng': -118.3768779}",Synn Gentlemen's Club - Beverly Hills,ChIJbdpoC7O-woAREg4NZWI3KDY,,,3.9,{},CA,A Hotel in downtown LA.,"Very fluffy/comfy bed!!! I travel a lot. This hotel is the one of the best!  friendly service n great location. get the top floor rooms - floor to ceiling windows = amazing view! It's worth it, Amazing beds and nice little touches like the 'cronuts' upon arrival. Not much of a view though., The best strawberry basil martini on the planet. Ask for Anna to make it at the Riviera 31 bar and lounge. Monday night jazz is where hidden talent is found.","night_club, bar, point_of_interest, establishment",https://synngentlemensclub.com/beverly-hills/
"3210 Glendale Blvd, Los Angeles, CA 90039, USA","Cocktail Bar, Dive Bar, Lounge","13016, 13009, 13010",Los Angeles,,1171,49d5b76cf964a520a15c1fe3,"{'tuesday': '4:00\u202fPM\u2009–\u20092:00\u202fAM', 'monday': '4:00\u202fPM\u2009–\u20092:00\u202fAM', 'sunday': '12:00\u202fPM\u2009–\u20092:00\u202fAM', 'friday': '4:00\u202fPM\u2009–\u20092:00\u202fAM', 'saturday': '2:00\u202fPM\u2009–\u20092:00\u202fAM', 'wednesday': '4:00\u202fPM\u2009–\u20092:00\u202fAM', 'thursday': '4:00\u202fPM\u2009–\u20092:00\u202fAM'}",ChIJbf1jrtvAwoARwrYRulIDRog,,False,2025-05-11 23:54:09.768236+00:00,34.1176754,-118.2607776,"{'lat': 34.1176754, 'lng': -118.2607776}",Club Tee Gee,ChIJbf1jrtvAwoARwrYRulIDRog,,,4.4,{},CA,"A Cocktail Bar, Dive Bar, and more in downtown LA.","This place is awesome because it's always like empty. Always free booths to hang out in.  Not too loud to hear people talking, so it's pretty good for dates., Order the Tee Gee, the house signature cocktail.  -E.W. #rumandcoke, Great neighborhood bar!! Greg and Greg are the best bartenders and company!!!","bar, point_of_interest, establishment",
"2205 N Broadway, Los Angeles, CA 90031, USA",Pool Hall,10045,Los Angeles,,1767,18301701111240664ade764c,"{'tuesday': '12:00\u202fPM\u2009–\u20091:45\u202fAM', 'monday': '12:00\u202fPM\u2009–\u20091:45\u202fAM', 'sunday': '12:00\u202fPM\u2009–\u20091:45\u202fAM', 'friday': '12:00\u202fPM\u2009–\u20091:45\u202fAM', 'saturday': '12:00\u202fPM\u2009–\u20091:45\u202fAM', 'wednesday': '12:00\u202fPM\u2009–\u20091:45\u202fAM', 'thursday': '12:00\u202fPM\u2009–\u20091:45\u202fAM'}",ChIJbwCksmLGwoARDzny-Cpg-M8,,False,2025-05-11 23:52:28.270054+00:00,34.0737637,-118.2176568,"{'lat': 34.0737637, 'lng': -118.2176568}",Broadway Social Center Pool Hall & Bar,ChIJbwCksmLGwoARDzny-Cpg-M8,,,4.3,{},CA,A Pool Hall in downtown LA.,,"bar, point_of_interest, establishment",
"828 Traction Ave, Los Angeles, CA 90013, USA","Arts and Entertainment, Bar, Brewery","10000, 13003, 13029",Los Angeles,,0,6a301b0a300620c990920015,"{'tuesday': '11:00\u202fAM\u2009–\u200912:00\u202fAM', 'monday': '11:00\u202fAM\u2009–\u200912:00\u202fAM', 'sunday': '12:00\u202fPM\u2009–\u200912:00\u202fAM', 'friday': '11:00\u202fAM\u2009–\u20092:00\u202fAM', 'saturday': '12:00\u202fPM\u2009–\u20092:00\u202fAM', 'wednesday': '11:00\u202fAM\u2009–\u200912:00\u202fAM', 'thursday': '11:00\u202fAM\u2009–\u200912:00\u202fAM'}",ChIJbxSpVTnGwoARTMstXgkwO8o,https://instagram.com/artsdistrictbrewing,False,,34.04471129999999,-118.2352851,"{'lat': 34.0447341, 'lng': -118.235265}",Arts District Brewing Company,ChIJbxSpVTnGwoARTMstXgkwO8o,,2,4.5,{},CA,"Lofty brewhouse for house draft beers, games & specialty hot dogs & burgers.",,"bar, restaurant, food, point_of_interest, establishment",http://artsdistrictbrewing.com/
"Los Angeles International Airport, Terminal 4, 1 World Wy, Los Angeles, CA 90045, USA",Airport Lounge,19035,Los Angeles,,1286,59c2db94e2d4aa66dcb3779f,"{'tuesday': '4:30\u202fAM\u2009–\u20091:00\u202fAM', 'monday': '4:30\u202fAM\u2009–\u20091:00\u202fAM', 'sunday': '4:30\u202fAM\u2009–\u20091:00\u202fAM', 'friday': '4:30\u202fAM\u2009–\u20091:00\u202fAM', 'saturday': '4:30\u202fAM\u2009–\u20091:00\u202fAM', 'wednesday': '4:30\u202fAM\u2009–\u20091:00\u202fAM', 'thursday': '4:30\u202fAM\u2009–\u20091:00\u202fAM'}",ChIJc6dcXCaxwoARMuF5hhyDyCM,,False,2025-05-11 23:55:42.999709+00:00,33.9415069,-118.4070454,"{'lat': 33.9415069, 'lng': -118.4070454}",American Admirals Club,ChIJc6dcXCaxwoARMuF5hhyDyCM,,2,4.3,{},CA,A Airport Lounge in downtown LA.,"Must have been re-done. It’s very nice. Good assortment of food - salads, soups, etc. - lots of seating and many nooks and crannies so you can find a private place to chill., If you are in a rush take the stairs., It used to be the LAX Delta Sky Club, so it’s much nicer than what you’d expect from American. Showers are great here if you’re getting off an international flight or preparing for a redeye.","night_club, bar, point_of_interest, establishment",https://google.com/url?q=https://business.google.com/website_shared/launch_bw.html?f=https://amzn.to/3Yt9Rm2
"760 S Sepulveda Blvd, El Segundo, CA 90245, USA","Pub, Restaurant","13065, 13018",Los Angeles,,2862,595eff6e610f0449bd92be8d,"{'tuesday': '11:00\u202fAM\u2009–\u20097:00\u202fPM', 'monday': '11:00\u202fAM\u2009–\u20097:00\u202fPM', 'sunday': '11:00\u202fAM\u2009–\u20097:00\u202fPM', 'friday': '11:00\u202fAM\u2009–\u20097:00\u202fPM', 'saturday': '11:00\u202fAM\u2009–\u20097:00\u202fPM', 'wednesday': '11:00\u202fAM\u2009–\u20097:00\u202fPM', 'thursday': '11:00\u202fAM\u2009–\u20097:00\u202fPM'}",ChIJc9nuSAC0woAR0131n8Q983M,https://www.instagram.com/wholefoods/,False,2025-05-11 23:55:34.357260+00:00,33.9062444,-118.3925617,"{'lat': 33.9062444, 'lng': -118.3925617}",The 2nd Bar and Restaurant,ChIJc9nuSAC0woAR0131n8Q983M,,3,4.5,{},CA,Woodsy-chic grill at Whole Foods Market serving up American eats along with craft beer & wine.,Excellent craft beer selection plus daily lunch specials.,"bar, point_of_interest, establishment",http://www.wholefoodsmarket.com/stores/elsegundo?utm_source=google&utm_medium=organic&utm_campaign=listings
"1312 N Lake Ave, Pasadena, CA 91104, USA",Pool Hall,10045,Los Angeles,,2586,59560bafc6574f1e94ba3c27,"{'tuesday': '2:00\u202fPM\u2009–\u200912:15\u202fAM', 'monday': '2:00\u202fPM\u2009–\u200912:15\u202fAM', 'sunday': '2:00\u202fPM\u2009–\u200912:15\u202fAM', 'friday': '2:00\u202fPM\u2009–\u20091:00\u202fAM', 'saturday': '2:00\u202fPM\u2009–\u20091:00\u202fAM', 'wednesday': '2:00\u202fPM\u2009–\u200912:15\u202fAM', 'thursday': '2:00\u202fPM\u2009–\u200912:15\u202fAM'}",ChIJcVT2PCPDwoARW4ea62bRG1o,https://www.instagram.com/wix/,False,2025-05-11 23:59:19.475236+00:00,34.1685778,-118.1318556,"{'lat': 34.1685778, 'lng': -118.1318556}",Crown City Billiards & Lounge,ChIJcVT2PCPDwoARW4ea62bRG1o,,1,4.6,{},CA,A Pool Hall in downtown LA.,,"night_club, bar, restaurant, point_of_interest, food, establishment",https://crowncitybillardsl.wixsite.com/crown-city-billiards
"3267 Motor Ave, Los Angeles, CA 90034, USA","Pub, Latin American Restaurant, Mexican Restaurant","13297, 13018, 13303",Los Angeles,,1576,4a8ba975f964a520b30c20e3,"{'tuesday': '11:00\u202fAM\u2009–\u20092:00\u202fAM', 'monday': '11:00\u202fAM\u2009–\u20092:00\u202fAM', 'sunday': '11:00\u202fAM\u2009–\u20092:00\u202fAM', 'friday': '11:00\u202fAM\u2009–\u20092:00\u202fAM', 'saturday': '11:00\u202fAM\u2009–\u20092:00\u202fAM', 'wednesday': '11:00\u202fAM\u2009–\u20092:00\u202fAM', 'thursday': '11:00\u202fAM\u2009–\u20092:00\u202fAM'}",ChIJcf_yksu7woARLp3dOWEiSt0,https://www.instagram.com/theirishtimesla,False,2025-05-11 23:44:26.043076+00:00,34.02964439999999,-118.4112793,"{'lat': 34.02964439999999, 'lng': -118.4112793}",The Irish Times Pub & Restaurant,ChIJcf_yksu7woARLp3dOWEiSt0,,1,4.5,{},CA,This low-key neighborhood hangout serving bar snacks & Irish entrees features pool & live music.,"Solid ""nice"" dive bar and tasty food! Irish poutine was delicious w the gravy, burger was surprisingly tasty, and the bangers & mash were delicious. Would be back for trivia Tuesdays!, Thursday night trivia is the best, always a drink special during it too. Chicken and chips are delicious, but the burger is their best menu item., Stopped in for late lunch, bartender was great. Try the bread pudding.","bar, restaurant, food, point_of_interest, establishment",https://www.irishtimesla.com/
"2906 W Sunset Blvd, Los Angeles, CA 90026, USA","Rock Club, Lounge, Pizzeria","13016, 10041, 13064",Los Angeles,,1190,4a4cc86df964a52043ad1fe3,"{'tuesday': '6:00\u202fPM\u2009–\u20091:00\u202fAM', 'monday': 'Closed', 'sunday': '1:00\u202fPM\u2009–\u20091:00\u202fAM', 'friday': '6:00\u202fPM\u2009–\u20092:00\u202fAM', 'saturday': '6:00\u202fPM\u2009–\u20092:00\u202fAM', 'wednesday': '6:00\u202fPM\u2009–\u20091:00\u202fAM', 'thursday': '6:00\u202fPM\u2009–\u20092:00\u202fAM'}",ChIJcwQ1Sj7HwoARCMF23jfZc_Y,,False,2025-05-11 23:53:09.193145+00:00,34.0829163,-118.2736435,"{'lat': 34.0829163, 'lng': -118.2736435}",The Silverlake Lounge,ChIJcwQ1Sj7HwoARCMF23jfZc_Y,,2,4.1,{},CA,"No-nonsense institution showcasing local indie rockers, plus comedy & drag queen nights.","Open mic comedy"" friday @ silverlake lounge 6 pm. $3 drinks!!!! Dj Denver Smith @ 5 HAPPY HOUR TILL 8 PM. Always free with free parking, cheap drinks, No mins.http://www.facebook.com/SilverlakeLounge, depending on what time of day you stop by you may catch a great comedy show or a perplexing Mexican drag show, KARAOKE! machine will be ready @ 4 pm. followed by Space Boners @ 7 pm.$3 drinks and beers till 8 pm.   @SilverlakeLnge http://www.facebook.com/events/338696322854978/","bar, point_of_interest, establishment",http://thesilverlakelounge.com/
