name,address,categories,category_ids,city,description,distance,foursquare_id,hours,instagram_url,is_nightlife,last_fsq_refresh,lat,lng,place_id,popularity,price_level,rating,social_media,state,summary,tips,types,website
Century Taproom,"5985 W Century Blvd, Los Angeles, CA 90045, USA","Beer Bar, Gastropub, American Restaurant","13057, 13068, 13006",Los Angeles,,2215,53967665498efde5f32b63a0,"{'tuesday': '4:00\u2009–\u200911:00\u202fPM', 'monday': '4:00\u2009–\u200911:00\u202fPM', 'sunday': '6:30\u202fAM\u2009–\u200910:00\u202fPM', 'friday': '4:00\u2009–\u200911:00\u202fPM', 'saturday': '6:30\u202fAM\u2009–\u200910:00\u202fPM', 'wednesday': '4:00\u2009–\u200911:00\u202fPM', 'thursday': '4:00\u2009–\u200911:00\u202fPM'}",,False,2025-05-11 23:55:30.211768+00:00,33.946175,-118.3890819,ChIJV0NzRNS2woARbm_IcWijlrk,,,3.7,{},CA,"Contemporary gastropub at Crowne Plaza LAX offering wine, cocktails & casual American fare.","Great place and reasonable prices for an in-hotel bar | Beers. 22 bottled. 12 on tap. Great menu, wines and cocktails. Service excellent. Comp warm rolls and ""butter"". Fantastic. | The French fries are so good!","bar, restaurant, food, point_of_interest, establishment",
Hinano Cafe,"15 Washington Blvd, Venice, CA 90292, USA","Dive Bar, Burger Joint","13010, 13031",Los Angeles,,0,4a578320f964a5204bb61fe3,"{'tuesday': '8:00\u202fAM\u2009–\u200912:00\u202fAM', 'monday': '8:00\u202fAM\u2009–\u200912:00\u202fAM', 'sunday': '8:00\u202fAM\u2009–\u200912:00\u202fAM', 'friday': '8:00\u202fAM\u2009–\u200912:00\u202fAM', 'saturday': '8:00\u202fAM\u2009–\u200912:00\u202fAM', 'wednesday': '8:00\u202fAM\u2009–\u200912:00\u202fAM', 'thursday': '8:00\u202fAM\u2009–\u200912:00\u202fAM'}",,False,2025-05-12 00:41:59.161182+00:00,33.9794913,-118.4665697,ChIJV2XLBaO6woARqP-LYI1gFB0,,1,4.6,{},CA,"Funky breakfast, burger & sandwich shack at the beach since 1969 with beer, games & live music.","Since 1972. Notorious for being Jim Morrison's favorite Venice hangout. Great live bands Fri. through Sun. night. Oh, yeah they have free popcorn too. | Hinano next-levels the usual patty + bacon + cheese level of exceptionalism with a grilled dog sliced atop an already-majestic, perfectly cooked patty on shredded lettuce and a sesame seed bun. | Double bacon burger with grilled onions and both cheeses is all you need to know.......but the turkey burger with Swiss chili and grilled onions, or the Philly cheese steak kill it too....","cafe, bar, restaurant, food, point_of_interest, establishment",http://hinanocafevenice.com/
Marriott M Club Lounge,"Airport Marriott, 5855 W Century Blvd, Los Angeles, CA 90045, USA",Hotel,19014,Los Angeles,,2497,4f3c2787e4b04e90d818603a,,,False,2025-05-11 23:56:13.280948+00:00,33.9462059,-118.3844815,ChIJV36Z69a2woARnVS6lQtAnLw,,2,3.8,{},CA,A Hotel in downtown LA.,,"night_club, bar, point_of_interest, establishment",https://marriott-hotels.marriott.com/experience/m-club/
Crocker Club,"453 S Spring St, Los Angeles, CA 90013, USA",Lounge,13016,Los Angeles,,634,49cc832df964a52087591fe3,"{'tuesday': 'Closed', 'monday': 'Closed', 'sunday': 'Closed', 'friday': '5:00\u202fPM\u2009–\u20092:00\u202fAM', 'saturday': '10:00\u202fPM\u2009–\u200912:00\u202fAM', 'wednesday': 'Closed', 'thursday': '12:00\u2009–\u20092:00\u202fAM, 5:00\u202fPM\u2009–\u20092:00\u202fAM'}",,False,2025-05-11 23:49:47.461330+00:00,34.0476609,-118.2496292,ChIJVc5lWUrGwoARTvxFUqBpo8w,,2,3.8,{},CA,"Swanky club featuring a 1920s bank theme, specialty cocktails, private booths, a dance floor & DJs.","Take the stairway down to the dimly lit club, housed in the basement of a historic bank building. Enjoy a cocktail in the swanky vault lounge or escape into a semi-private room for two. | Just DJ'ed here Thursday. Plenty of pretty people, average drink prices and warm atmosphere. (Temperature and congeniality wise.) #meh | Ladies in free all night on Thursday's!","night_club, bar, point_of_interest, establishment",https://www.crockerclub.com/
Sonny McLean's Irish Pub,"2615 Wilshire Blvd, Santa Monica, CA 90403, USA","Pub, Sports Bar, BBQ Joint","13018, 13022, 13026",Los Angeles,,0,3fd66200f964a52013f01ee3,"{'tuesday': '11:00\u202fAM\u2009–\u20092:00\u202fAM', 'monday': '11:00\u202fAM\u2009–\u20092:00\u202fAM', 'sunday': '9:00\u202fAM\u2009–\u20092:00\u202fAM', 'friday': '11:00\u202fAM\u2009–\u20092:00\u202fAM', 'saturday': '9:00\u202fAM\u2009–\u20092:00\u202fAM', 'wednesday': '11:00\u202fAM\u2009–\u20092:00\u202fAM', 'thursday': '11:00\u202fAM\u2009–\u20092:00\u202fAM'}",https://www.instagram.com/sonnymcleans/,False,2025-05-12 00:41:24.994166+00:00,34.0364965,-118.4771634,ChIJVcXlGE-7woARrpG2U_ImAZ0,,2,4.5,{},CA,"Serving classic Irish pub fare, this hangout with darts & a pool table hosts live music & karaoke.","Though not huge, this Irish bar has pretty much everything else that a Pats fan could want: The game on every TV, like-minded company, good beer, and good food. They even have lobster rolls! | Sonny McLean's is THE Boston sports bar in Los Angeles, and probably the only place in L.A. you could wear a Celtics jersey and be reasonably shielded from public ridicule. | The live music on Friday nights is amazing. And don't forget to order one of Chef Joe's incredible selections off the menu. The Sonny's burger w/ a homemade veggie patty is one of my favs!","bar, restaurant, food, point_of_interest, establishment",http://www.sonnymcleans.com/
Hotel Cafe,"1623 N Cahuenga Blvd, Los Angeles, CA 90028, USA","Music Venue, Lounge, American Restaurant","13016, 13068, 10039",Los Angeles,,0,4283ee00f964a52089221fe3,"{'tuesday': '6:30\u202fPM\u2009–\u20092:00\u202fAM', 'monday': '6:30\u202fPM\u2009–\u20092:00\u202fAM', 'sunday': '6:30\u202fPM\u2009–\u20092:00\u202fAM', 'friday': '6:30\u202fPM\u2009–\u20092:00\u202fAM', 'saturday': '6:30\u202fPM\u2009–\u20092:00\u202fAM', 'wednesday': '6:30\u202fPM\u2009–\u20092:00\u202fAM', 'thursday': '6:30\u202fPM\u2009–\u20092:00\u202fAM'}",,False,2025-05-12 00:44:59.058613+00:00,34.1004017,-118.3298327,ChIJWV6pzTu_woARVPHUJ8JhQng,,2,4.6,{},CA,"Showcasing singer-songwriters before they break big, this cozy spot boasts a full bar & small bites.","Every LA singer-songwriter worth mentioning has probably paid her dues playing at Hotel Cafe in Hollywood. Although it helps to do your research about the performers, many play here regularly. | Hotel Cafe opened as a small coffee shop in 2000 to host singer/songwriters. Now it has two stages and is a common starting point for many successful musicians. | Love playing this venue. One of the prime locations for singer/songwriters in Los Angeles area. From unknowns to legends, this place is the spot to see and hear them play.","bar, point_of_interest, establishment",http://www.hotelcafe.com/
Club Tempo,"5520 Santa Monica Blvd, Los Angeles, CA 90038, USA",Gay Bar,13011,Los Angeles,,2845,4c688139607ad13a0feda82b,"{'tuesday': 'Closed', 'monday': '9:00\u202fPM\u2009–\u20093:00\u202fAM', 'sunday': '3:00\u202fPM\u2009–\u20092:00\u202fAM', 'friday': '9:00\u202fPM\u2009–\u20093:00\u202fAM', 'saturday': '8:00\u202fPM\u2009–\u20093:00\u202fAM', 'wednesday': 'Closed', 'thursday': '9:00\u202fPM\u2009–\u20093:00\u202fAM'}",,False,2025-05-11 23:47:06.717650+00:00,34.0902994,-118.3102786,ChIJWaiJbK24woARTzyxSE4c3CE,,,4,{},CA,Drag shows & live bands are attractions at this gay-friendly nightspot with a Latin cowboy theme.,They serve food here and it is simply amazing. | Some guy put his hands on my junk. I had a great time! Lol! | Sunday Beer bust is the best!!,"night_club, bar, point_of_interest, establishment",https://www.clubtempocowboys.com/
Lounge Ohjah,"328 1st St Second Floor, Los Angeles, CA 90012, USA","Night Club, Karaoke Bar","10032, 13015",Los Angeles,,388,4b516d5cf964a5200b4d27e3,"{'tuesday': '6:30\u202fPM\u2009–\u20091:30\u202fAM', 'monday': '6:30\u202fPM\u2009–\u20091:30\u202fAM', 'sunday': 'Closed', 'friday': '6:30\u202fPM\u2009–\u20091:30\u202fAM', 'saturday': '6:30\u202fPM\u2009–\u20091:30\u202fAM', 'wednesday': '6:30\u202fPM\u2009–\u20091:30\u202fAM', 'thursday': '6:30\u202fPM\u2009–\u20091:30\u202fAM'}",https://instagram.com/bishamongroup/,False,2025-05-11 23:50:05.335011+00:00,34.0496734,-118.2402369,ChIJWaxK3UfGwoARNwa93HlTgww,,,4.6,{},CA,"Karaoke outpost set in a hotel with a nightclub vibe, plush seating, full bar & happy hour.","Would like to point out you can eat here too--spam musubi, ramen, etc. | best karaoke lounge in l.a. I already regret leaving this tip. | Treat the staff with respect, and they will treat you like family. Tuesday night is ladies' night.","night_club, bar, point_of_interest, establishment",https://group.bishamon-ten.com/ohjah
Bistro Bar,"500 E 1st St, Long Beach, CA 90802, USA",American Restaurant,13068,Los Angeles,,735,52747a92498ef7c7ccdf3e66,"{'tuesday': '6:30\u2009–\u200910:30\u202fAM, 5:00\u2009–\u200910:00\u202fPM', 'monday': '6:30\u2009–\u200910:30\u202fAM, 5:00\u2009–\u200910:00\u202fPM', 'sunday': '5:00\u2009–\u20099:00\u202fPM', 'friday': '6:30\u202fAM\u2009–\u200912:00\u202fPM, 5:00\u2009–\u200910:00\u202fPM', 'saturday': '6:30\u202fAM\u2009–\u200912:00\u202fPM, 5:00\u2009–\u200910:00\u202fPM', 'wednesday': '6:30\u2009–\u200910:30\u202fAM, 5:00\u2009–\u200910:00\u202fPM', 'thursday': '6:30\u2009–\u200910:30\u202fAM, 5:00\u2009–\u200910:00\u202fPM'}",,False,2025-05-11 23:57:17.005303+00:00,33.76793479999999,-118.1861853,ChIJWf0wTDwx3YARtbd6aKO2HXU,,2,4.3,{},CA,"Marriott-based New American dining with craft beer & cocktails in sleek, stylish digs with a patio.","Staff are very welcoming. Service is A+! Also convenient location for a short walk to the beach to walk off the amazing meal. Highly recommended if you're ever in need of a great breakfast & service. | The bloody Mary’s are to DIE for! The breakfast burrito was also really good and the staff was super friendly. We were told we would have a 35 minute wait but were seated within 15 minutes. | Our server Rosario was more than accommodating.  Sat outside, pet friendly place, Hung Over Brunch the BEST! Bloody Mary was Exceptionally Delicious! Waffles and Chicken Wings Amazing! BEST Breakfast!","bar, restaurant, food, point_of_interest, establishment",http://www.marriott.com/lgbcy
Rocco's Tavern -Culver City,"3843 Main St, Culver City, CA 90232, USA",Farmers Market,17065,Los Angeles,,0,4a8b4bbdf964a520170c20e3,"{'tuesday': '12:00\u202fPM\u2009–\u20092:00\u202fAM', 'monday': '12:00\u202fPM\u2009–\u20092:00\u202fAM', 'sunday': '12:00\u202fPM\u2009–\u20092:00\u202fAM', 'friday': '12:00\u202fPM\u2009–\u20092:00\u202fAM', 'saturday': '12:00\u202fPM\u2009–\u20092:00\u202fAM', 'wednesday': '12:00\u202fPM\u2009–\u20092:00\u202fAM', 'thursday': '12:00\u202fPM\u2009–\u20092:00\u202fAM'}",https://www.instagram.com/roccostavern/,False,2025-05-12 00:44:02.896959+00:00,34.0245528,-118.394709,ChIJWy73kim6woAR7yI8vUXtPcU,,2,4.3,{},CA,Red-sauce staples supplemented by American eats in a TV-lined watering hole with a festive vibe.,"Island monarch coffee (IMC),  100% organic coffee, simply the best in LA!  Free wifi, ample parking, great selection of non-coffee drinks, food,  pastries. 10818a Jefferson blvd. culver city , CA | Decent selections of local products and they were all organic! This farmer's market is the best spot when it comes to fresh produce, lemons, oranges, and anything else. | Get some spicy black bean hummus from Anis & Chams at Alibaba California! Next to them is hottie Morgan at Dave's Gourmet Korean. On the other side is the sexy raw cane juice girl!","bar, restaurant, food, point_of_interest, establishment",https://roccos-tavern.club/
Seventy7 Lounge,"3843 Main St, Culver City, CA 90232, USA","Speakeasy, Cocktail Bar","13009, 13021",Los Angeles,,263,4e52d4901f6ea65281206d9b,"{'tuesday': 'Closed', 'monday': 'Closed', 'sunday': 'Closed', 'friday': '7:00\u202fPM\u2009–\u20091:30\u202fAM', 'saturday': '7:00\u202fPM\u2009–\u20091:30\u202fAM', 'wednesday': '7:00\u202fPM\u2009–\u200912:00\u202fAM', 'thursday': '7:00\u202fPM\u2009–\u20091:00\u202fAM'}",,False,2025-05-11 23:44:28.109501+00:00,34.0244336,-118.394846,ChIJWy73kim6woARFLR8L69JXy0,,2,4.4,{},CA,Well-appointed hideaway with a weekend dress code offering original craft cocktails & bar bites.,"Walked down an alley & followed the ""cocktail"" sign to find this secret bar. We enjoyed 50% off happy hour food, $5 wine & some 70s music. Live music starts @10pm & there's burlesque every other Wed. | Nice whiskey selection with just enough room to groove and chit chat. Music is a bit of a hit or miss. The truffle shoe string fries with garlic aioli 👌🏾 | This place is nicely tucked away down some alley. It was a nice surprise. The bartenders were attentive and the drinks were stiff.","night_club, bar, point_of_interest, establishment",https://www.yelp.com/biz/seventy7lounge-culver-city?hrid=iEQ9hMAgINxyDN1m18MW9Q&osq=Nightlife#location-and-hours
The Prince,"3198 1, 2 W 7th St, Los Angeles, CA 90005, USA","Lounge, Korean Restaurant","13016, 13289",Los Angeles,,0,443ee57af964a52035321fe3,"{'tuesday': '4:00\u202fPM\u2009–\u20092:00\u202fAM', 'monday': '4:00\u202fPM\u2009–\u20092:00\u202fAM', 'sunday': 'Closed', 'friday': '4:00\u202fPM\u2009–\u20092:00\u202fAM', 'saturday': '4:00\u202fPM\u2009–\u20092:00\u202fAM', 'wednesday': '4:00\u202fPM\u2009–\u20092:00\u202fAM', 'thursday': '4:00\u202fPM\u2009–\u20092:00\u202fAM'}",,False,2025-05-12 00:56:29.314836+00:00,34.05944,-118.2950845,ChIJX-8fmH7HwoARytpTqBR51y8,,2,4.4,{},CA,Korean-style fried chicken is the star at this old-school hideaway with red booths & horseshoe bar.,"Opened as the Prince in 1991. Originally was an outdoor garden cafe on 1927 & then turned into the elegantly French restaurant Windsor in 1949. | Oozing with atmosphere! If you're a Mad Men fan, you'll get a kick out of The Prince. Used as a shooting location, you can sit in the same red booth as Don Draper. | Although this dive bar is in Koreatown, it appears in the Roman Polanski-directed film Chinatown (1974) as The Brown Derby, a since-shuttered bar. Pro tip: order the Korean deep-fried chicken.","bar, restaurant, food, point_of_interest, establishment",
The Dresden Restaurant & Lounge,"1760 N Vermont Ave, Los Angeles, CA 90027, USA","Lounge, Rock Club","13016, 10041",Los Angeles,,1652,3fd66200f964a520f3ee1ee3,"{'tuesday': 'Closed', 'monday': 'Closed', 'sunday': '5:00\u2009–\u200910:00\u202fPM', 'friday': '5:00\u202fPM\u2009–\u20091:00\u202fAM', 'saturday': '5:00\u202fPM\u2009–\u20091:00\u202fAM', 'wednesday': '5:00\u202fPM\u2009–\u200912:00\u202fAM', 'thursday': '5:00\u202fPM\u2009–\u200912:00\u202fAM'}",https://www.instagram.com/the.dresden/,False,2025-05-11 23:53:01.000005+00:00,34.1030898,-118.2915462,ChIJX-TMlq7AwoARU9VRnuhSZtE,,2,4.6,{},CA,"Plush, ’50s-era spot featured in many films & TV shows offering steakhouse fare, cocktails & music.","""Dimly lit and old fashioned in the best sense, with brickwork, chandeliers, and a lounge, you’ll listen to jazz playing as you’re waited on by friendly and accommodating staff at your booth or table. | The Dresden opened in 1954, and its stunning, unchanged dining room will immediately remind you that Rat-Pack-dominated ’50s was the coolest decade ever. | A good alternative to the classic Los Angeles dining room of Musso & Frank if you can't (or won't) go to Hollywood. Captured in Swingers, the 1996 film about being a young, struggling artist in LA.","night_club, bar, restaurant, food, point_of_interest, establishment",http://www.thedresden.com/
The Misfit Bar & Restaurant,"225 Santa Monica Blvd, Santa Monica, CA 90401, USA","American Restaurant, Cocktail Bar","13009, 13068",Los Angeles,,0,4da4bb1d0f578cfaafdbd518,"{'tuesday': '12:00\u2009–\u200911:00\u202fPM', 'monday': '12:00\u2009–\u200911:00\u202fPM', 'sunday': '11:00\u202fAM\u2009–\u200911:00\u202fPM', 'friday': '12:00\u202fPM\u2009–\u200912:00\u202fAM', 'saturday': '11:00\u202fAM\u2009–\u200912:00\u202fAM', 'wednesday': '12:00\u2009–\u200911:00\u202fPM', 'thursday': '12:00\u2009–\u200911:00\u202fPM'}",https://www.instagram.com/themisfitsamo/,False,2025-05-12 00:41:15.763345+00:00,34.0154445,-118.4966717,ChIJX0ec3c-kwoARhzkyZdPoIwo,,2,4.5,{},CA,"Creative comfort food, health-conscious fare, and handcrafted cocktails star at this hip gastropub.","Great place! Creative and fresh craft cocktails. Great staff, vibe, decor, and food. And a free delicious cookie if you finish your meal. I'll be back for sure. www.THEMartiniMike.com | The building, that dates 1925, used to be a bank. The decorations keeps traces from the bank, such as some drawers, and the ceiling. Good looking and friendly staff. And the food is great! Must visit | The lobster nik niks are so yummy. The Bloody Mary with some spice is perfect for brunch, but my favorite is the free sea salt chocolate chip cookies at the end. Make sure you grab a couple ;))","night_club, bar, restaurant, food, point_of_interest, establishment",https://themisfitbar.com/
The Lab Gastropub,"3500 S Figueroa St, Los Angeles, CA 90007, USA","Sports Bar, Gastropub, American Restaurant","13057, 13068, 13022",Los Angeles,,465,4adccab5f964a520da2f21e3,"{'tuesday': '2:00\u2009–\u200910:00\u202fPM', 'monday': '2:00\u2009–\u200910:00\u202fPM', 'sunday': '2:00\u2009–\u200910:00\u202fPM', 'friday': '2:00\u2009–\u200910:00\u202fPM', 'saturday': '2:00\u2009–\u200910:00\u202fPM', 'wednesday': '2:00\u2009–\u200910:00\u202fPM', 'thursday': '2:00\u2009–\u200910:00\u202fPM'}",https://www.instagram.com/usccampusdining/,False,2025-05-12 00:01:04.202099+00:00,34.0199351,-118.2809083,ChIJX1NVnOHHwoARNeXgS3YaVTM,,2,4.1,{},CA,"Slick, modern haunt with a science theme boasts gourmet comfort food, wine & beer, plus a patio.","The spinach dip is a must-order. So melty and creamy, & the baked ""pita chips"" are like none other. Refill the chips for $2. Huge beer selection with great prices. Not many healthy menu items though. | First timers love the Lab because it's open and airy, clean and very SC. The service is slow but thoughtful, and the food yum. People either love or hate the Lab | Cant decide and dont want to think ? their Steak skirt with chimi sauce medium rare and their fish tacos are pretty darn good!","bar, restaurant, food, point_of_interest, establishment",https://hospitality.usc.edu/dining_locations/the-lab-gastropub/
Sandor's Casa House,"925 Weyburn Pl, Los Angeles, CA 90024, USA",Italian Restaurant,13236,Los Angeles,,826,55fb1d82498efeb049d7156e,"{'tuesday': 'Open 24 hours', 'monday': 'Open 24 hours', 'sunday': 'Open 24 hours', 'friday': 'Open 24 hours', 'saturday': 'Open 24 hours', 'wednesday': 'Open 24 hours', 'thursday': 'Open 24 hours'}",,False,2025-05-12 00:00:46.005247+00:00,34.0621787,-118.4490299,ChIJX3VyOgC9woARTCokQmPVJxE,,,4.9,{},CA,A Italian Restaurant in downtown LA.,"Top notch meatballs, friendly service, great sandwich fixings, nice big screen TVs, & all set in a comfortable environment......what more could you ask for? | Beef meatballs + pappardelle + arrabbiata + mushrooms + burrata = great combo! Pasta was al dente as well (as it should be!) | The beet and burrata salad is so good, don’t miss it","bar, point_of_interest, establishment",
Broken Compass Tiki,"2013 W Burbank Blvd, Burbank, CA 91506, USA",Tiki Bar,13023,Los Angeles,,2255,63c0c3c04d5f9c77e3e5b2a2,"{'tuesday': '12:00\u2009–\u200910:00\u202fPM', 'monday': 'Closed', 'sunday': '12:00\u2009–\u20097:00\u202fPM', 'friday': '12:00\u2009–\u200911:00\u202fPM', 'saturday': '12:00\u2009–\u200911:00\u202fPM', 'wednesday': '12:00\u2009–\u200910:00\u202fPM', 'thursday': '12:00\u2009–\u200910:00\u202fPM'}",,False,2025-05-12 00:00:02.677927+00:00,34.1806314,-118.3332162,ChIJX4z-_GaVwoARkKvSXYqqeGs,,2,4.6,{},CA,A Tiki Bar in downtown LA.,"The pub burger was one of the best burgers I’ve ever had, and I’ve had a lot of burgers.","bar, restaurant, food, point_of_interest, establishment",https://www.brokencompasstiki.com/
AC Bar and Lounge,"2130 E Maple Ave, El Segundo, CA 90245, USA","Lounge, Tapas Restaurant","13016, 13347",Los Angeles,,1641,7afc5cf6e9cc413f82a00ed6,"{'tuesday': '5:00\u2009–\u200910:00\u202fPM', 'monday': '5:00\u2009–\u200910:00\u202fPM', 'sunday': '5:00\u2009–\u200910:00\u202fPM', 'friday': '5:00\u202fPM\u2009–\u200912:00\u202fAM', 'saturday': '5:00\u202fPM\u2009–\u200912:00\u202fAM', 'wednesday': '5:00\u2009–\u200910:00\u202fPM', 'thursday': '5:00\u2009–\u200910:00\u202fPM'}",https://www.instagram.com/achotellasouthbay/,False,2025-05-11 23:56:02.456299+00:00,33.9266489,-118.386366,ChIJX8tk-hK3woAR3q2ypLhW-H8,,2,3.9,{},CA,A Lounge and Tapas Restaurant in downtown LA.,,"restaurant, night_club, bar, food, point_of_interest, establishment",http://www.acloungepatio.com/
Seaside on the Pier,"250 Santa Monica Pier, Santa Monica, CA 90401, USA","Cocktail Bar, American Restaurant, Seafood Restaurant","13009, 13338, 13068",Los Angeles,,0,5afa06b497cf5a002ca66745,"{'tuesday': '11:00\u202fAM\u2009–\u20098:00\u202fPM', 'monday': '11:00\u202fAM\u2009–\u20098:00\u202fPM', 'sunday': '9:00\u202fAM\u2009–\u20099:00\u202fPM', 'friday': '11:00\u202fAM\u2009–\u20099:00\u202fPM', 'saturday': '9:00\u202fAM\u2009–\u20099:00\u202fPM', 'wednesday': '11:00\u202fAM\u2009–\u20098:00\u202fPM', 'thursday': '11:00\u202fAM\u2009–\u20098:00\u202fPM'}",https://www.instagram.com/seasideonthepier/,False,,34.0099943,-118.4965085,ChIJX9xnhZmlwoARjTj8jUxD0Vc,,,3.9,{},CA,Navy & white set the tone at this Santa Monica fish shack overlooking the Pacific.,"Good location on the roof, food just ok though for the sit down restaurant, recommend the fast/takeout side.","bar, restaurant, food, point_of_interest, establishment",https://www.seasideonthepier.com/?y_source=1_OTExNTczOC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D
The Del Monte Speakeasy,"52 Windward Ave, Venice, CA 90291, USA","Music Venue, Speakeasy","13021, 10039",Los Angeles,,385,4d787f00e215721e55cf12b0,"{'tuesday': '5:00\u202fPM\u2009–\u20092:00\u202fAM', 'monday': '5:00\u202fPM\u2009–\u20092:00\u202fAM', 'sunday': '12:00\u202fPM\u2009–\u20092:00\u202fAM', 'friday': '5:00\u202fPM\u2009–\u20092:00\u202fAM', 'saturday': '6:00\u202fPM\u2009–\u20092:00\u202fAM', 'wednesday': '5:00\u202fPM\u2009–\u20092:00\u202fAM', 'thursday': '5:00\u202fPM\u2009–\u20092:00\u202fAM'}",https://www.instagram.com/townhousevenice/,False,2025-05-11 23:42:18.696216+00:00,33.9872627,-118.4726612,ChIJXRuIsbm6woARD0PmnPNp-Qs,,,4.5,{},CA,"Classic cocktails & live entertainment in a dark, circa-1915 spot with flocked wallpaper & long bar.","This fab underground hotspot was a real speakeasy during the Prohibition era. Originally hidden under a grocery store, smugglers would sneak booze in via tunnels and boats! | I love the vibe at Del Monte. So much history in this Venice institution, as well as nightly shows/events. Some nights there is no cover, other nights its $5. | Don't miss our record release party featuring a special rare performance by Allan Holdsworth. More details available at https://www.facebook.com/events/503430859827506/","bar, restaurant, point_of_interest, food, establishment",http://www.townhousevenice.com/
THE LKSD,"11033 Downey Ave, Downey, CA 90241, USA","Cafe, Coffee, and Tea House",13032,Los Angeles,,0,4b1c4aa5f964a520970524e3,"{'tuesday': '11:00\u202fAM\u2009–\u200911:00\u202fPM', 'monday': '11:00\u202fAM\u2009–\u200911:00\u202fPM', 'sunday': '11:00\u202fAM\u2009–\u200911:00\u202fPM', 'friday': '11:00\u202fAM\u2009–\u20091:00\u202fAM', 'saturday': '11:00\u202fAM\u2009–\u20091:00\u202fAM', 'wednesday': '11:00\u202fAM\u2009–\u200911:00\u202fPM', 'thursday': '11:00\u202fAM\u2009–\u200911:00\u202fPM'}",http://instagram.com/lksdkitchen,False,,33.9413695,-118.1325091,ChIJXSDA05nNwoAR-supfYkruMs,,2,4.5,{},CA,"Burgers, steaks & other American eats are offered at this cool bar with a variety of craft brews.","Their tea lattes are great! I love their Vanilla Tea Ceylon iced or hot is by far my favorite! Its like a sweet milk with a hint of a chi taste! Very suttle, very good...no objections from my friends. | Better than Starbucks, Strawberry cream latte is so good 😊 😋😋 | If you want something sweet and doesn't give u the jitters like most coffees do, try the ice blended mocha (and don't forget the whip cream)!","bar, restaurant, food, point_of_interest, establishment",http://www.lksdkitchen.com/
Eastside Luv Wine Bar,"1835 1st St, Los Angeles, CA 90033, USA","Wine Bar, BBQ Joint","13025, 13026",Los Angeles,,2242,4b95e0d8f964a5207cb634e3,"{'tuesday': 'Closed', 'monday': 'Closed', 'sunday': 'Closed', 'friday': '8:00\u202fPM\u2009–\u20092:00\u202fAM', 'saturday': '8:00\u202fPM\u2009–\u20092:00\u202fAM', 'wednesday': 'Closed', 'thursday': '8:00\u202fPM\u2009–\u20092:00\u202fAM'}",,False,2025-05-11 23:49:37.523462+00:00,34.0471912,-118.2184634,ChIJXTHLwhHGwoARUzxqOi6DM_E,,2,4.3,{},CA,Funky spot with lucha libre posters & velvet wallpaper boasts cabaret nights & DJ-spun dance floor.,"If you just want a good night of dancing and entertainment with some culture, this is the place. The crowd is good-looking, classy and ready to get down, while the drinks are tasty and affordable. | This isn't really a karaoke bar, but you won't find a better place in town to belt out deep cuts from Vicente Fernández, Juan Gabriel and Morrissey, of course. There's mariachi karaoke, too. | Great little bar in Boyle Heights that features local live music. Street parking is not always easy to find especially on weekends but MTA Gold Line station is right across the street.","bar, point_of_interest, establishment",http://eastsideluv.com/
Tabula Rasa Bar,"5125 Hollywood Blvd, Los Angeles, CA 90027, USA","Beer Bar, Wine Bar, Burger Joint","13025, 13006, 13031",Los Angeles,,2343,57e302af498e264f5032bb75,"{'tuesday': '2:00\u202fPM\u2009–\u200912:00\u202fAM', 'monday': '2:00\u202fPM\u2009–\u200912:00\u202fAM', 'sunday': '2:00\u202fPM\u2009–\u200912:00\u202fAM', 'friday': '2:00\u202fPM\u2009–\u20092:00\u202fAM', 'saturday': '2:00\u202fPM\u2009–\u20092:00\u202fAM', 'wednesday': '2:00\u202fPM\u2009–\u200912:00\u202fAM', 'thursday': '2:00\u202fPM\u2009–\u200912:00\u202fAM'}",https://www.instagram.com/tabularasabar/,False,2025-05-11 23:53:35.028966+00:00,34.1020101,-118.3014912,ChIJXXQITVa_woARlg_znCRV3-c,,2,4.6,{},CA,"Beer & wine-centric spot with shareable snacks, eclectic by-the-glass offerings & craft brews.","pizza is amazing!! had clam pie, anchovy one, and one with rosemary so so good def recommend | Great neighborhood spot! Get the soft pretzel and the fall seasonal beer (Autumn Maple, how I love thee) | Prob a perfectly fine beer and wine bar with fancy decor and vinyl blastin but the annoying bartender with the mustache soured me on it","bar, liquor_store, restaurant, food, point_of_interest, store, establishment",http://tabularasabar.com/
